timestamp,AccX,BrightnessEV,LinearAccelerometerSensor,AccY,AccZ,BarometerSensor,CompassSensor,MagneticRotationSensor,PitchSensor,DecibelSource
1557947314116,-2.865042114257813,-0.33614077781156226,0.49322286990091124,1.8121316528320313,9.554481353759765,997.6028442382812,216.60391235351562,40.10857697550103,0.0,27.37987326333431
1557947314166,-3.7854780578613285,-0.34396028227086134,0.3541816896402704,1.8613792419433595,9.810149688720704,997.6283264160156,211.21987915039062,40.108579855941095,0.0,26.866362692622936
1557947314223,-2.60817626953125,-0.3837064610636178,0.2250436331782801,2.127825164794922,9.446705474853516,997.6283264160156,207.94650268554688,40.108579216918464,0.0,25.84331224367531
1557947314278,-2.452350311279297,-0.3756691419981995,0.13801085172383365,1.9112255859375,9.156309356689453,997.6283264160156,189.100830078125,40.10858046098406,0.0,25.276299008713387
1557947314348,-2.399210815429688,-0.367676351244669,0.12176149148647962,2.235750732421875,8.87354736328125,997.6283264160156,184.6689453125,41.85989131436938,0.0,26.711728427150835
1557947314413,-2.4831861877441406,-0.35182240004383175,0.06688045293259683,2.381547546386719,8.81457000732422,997.6283264160156,179.45274353027344,41.859889772746484,0.0,25.490032620257878
1557947314478,-2.023492126464844,-0.34396028227086134,0.13748334435408188,2.4364833068847656,8.64362548828125,997.6283264160156,174.29013061523438,41.859889830897195,0.0,31.35768514567822
1557947314547,-1.8483563232421876,-0.33614077781156226,0.3084369976241984,2.820883941650391,9.648785247802735,997.6283264160156,168.52813720703125,41.859889043717224,0.0,27.846172926328755
1557947314612,-1.5311659240722657,-0.3129333866502368,0.1862125152835184,2.2879920959472657,9.84682342529297,997.6283264160156,159.68975830078125,41.859888586870724,0.0,26.434526764861875
1557947314678,-1.1427236938476564,-0.32062777844023754,0.17176438294165777,2.4069946289062503,10.22912841796875,997.6283264160156,153.7490692138672,41.859892424444816,0.0,28.06179973983887
1557947314747,-1.6842974853515627,-0.32062777844023754,0.29186358160743164,1.7223184204101563,10.952574005126953,997.6283264160156,148.4028778076172,41.85988868991987,0.0,27.20159303405957
1557947314811,-1.9413130187988281,-0.32062777844023754,0.1846508198037116,1.4398558044433594,10.355914764404297,997.6283264160156,145.19647216796875,45.40811242363518,0.0,28.208579894397
1557947314878,-2.6375152587890627,-0.3756691419981995,0.3854616557619897,0.2472857666015625,10.074799346923829,997.6613616943359,136.70611572265625,45.40812019155476,0.0,26.40481436970422
1557947314946,-2.9629385375976565,-0.4245787424791461,0.1358931080149639,0.48409332275390626,10.000553741455079,997.6613616943359,132.40980529785156,45.408145064001914,0.0,27.363965022766426
1557947315011,-1.9058367919921877,-0.4752048155491139,0.40300465475242647,0.9276210021972656,8.795110473632812,997.6613616943359,128.9703826904297,45.40815531910001,0.0,26.78518379040114
1557947315078,-1.9455043029785157,-0.5099702337097906,0.190885352339246,1.0575508117675783,8.406668243408204,997.6613616943359,125.18427276611328,45.40817181238587,0.0,25.276299008713387
1557947315147,-1.774559783935547,-0.5187940840967967,0.175586971509442,1.507515106201172,9.013506317138672,997.6613616943359,117.85592651367188,45.408188725002276,0.0,24.969296480732147
1557947315212,-1.5093113708496095,-0.5276722354432497,0.1866258904565979,1.6958235168457032,9.501641235351563,997.6613616943359,112.8861083984375,45.408196754454465,0.0,25.965970956264602
