timestamp,LinearAccelerometerSensor,AccX,AccY,AccZ,BarometerSensor
1557415658586,0.11719542714963907,0.524330198764801,6.852205276489258,6.830657482147217,999.479736328125
1557415658741,0.0439372359907343,,,,
1557415658742,0.3938158744627481,0.6631938815116882,6.811503887176514,6.962338447570801,
1557415658747,,,,,999.31689453125
1557415658774,0.7057595803627059,0.8954314589500427,6.698976516723633,6.303933143615723,
1557415658840,0.7267584587736058,1.0223240852355957,,,
1557415658841,,,6.327875137329102,6.588842868804932,
1557415658890,0.523365869887522,1.5682021379470825,,,
1557415658891,,,5.851428985595703,8.068459510803223,
1557415658940,,,,,999.13232421875
1557415658957,1.1679668617871182,1.292868971824646,4.0533833503723145,8.145073890686035,
1557415659011,1.117087299681844,0.8092401623725891,5.152322292327881,9.490615844726562,
1557415659075,1.398250119745886,1.4101848602294922,4.637568473815918,9.971850395202637,
1557415659124,,,,,999.086669921875
1557415659129,1.2691660194286785,-0.42856210470199585,,,
1557415659130,,,3.73016619682312,8.497021675109863,
1557415659190,1.720959855324614,-0.002394201699644327,4.692635536193848,6.92881965637207,
1557415659250,0.684948390979577,0.9720458984375,4.596867084503174,8.360552787780762,
1557415659293,,,,,999.08349609375
1557415659318,0.8655882169985378,0.7469909191131592,5.360617637634277,7.307103633880615,
1557415659381,2.1432474598310542,3.1531636714935303,,,
1557415659382,,,5.219359874725342,8.698134422302246,
1557415659437,0.44449277352615346,,,,
1557415659438,,1.1180921792984009,,,
1557415659439,,,5.9304375648498535,7.465120792388916,
1557415659474,,,,,999.0810546875
1557415659501,1.9318711747841557,-0.6248866319656372,6.619967937469482,6.2847795486450195,
1557415659554,1.781810270837728,,,,
1557415659556,,2.7916390895843506,6.9024834632873535,8.33182144165039,
1557415659618,1.795615907799406,3.2130186557769775,5.858611583709717,8.341399192810059,
1557415659655,,,,,999.0595703125
1557415659675,1.2224908783929254,,,,
1557415659676,,4.4532151222229,6.708553314208984,5.193023681640625,
1557415659736,2.8332079317353753,,,,
1557415659737,,4.264073371887207,6.799532890319824,1.8698714971542358,
1557415659800,2.4045779871899082,4.323928356170654,5.4013190269470215,2.652775526046753,
1557415659838,,,,,999.04296875
1557415659859,6.0327219377550865,2.27209734916687,2.5258827209472656,3.047818660736084,
1557415659918,8.6914080056178,3.7469255924224854,-2.0805611610412598,2.449268341064453,
1557415659980,3.5784618768818643,7.072471618652344,,-2.360682964324951,
1557415659981,,,2.0446481704711914,,
1557415660020,,,,,999.038330078125
1557415660039,5.5361993919913814,10.125079154968262,5.901707172393799,2.6192567348480225,
1557415660100,6.535064897280663,,,,
1557415660102,,13.589488983154297,5.415684223175049,0.6368576288223267,
1557415660160,7.9681032404511605,16.04115104675293,,-5.70777702331543,
1557415660161,,,3.9169139862060547,,
1557415660200,,,,,999.0087890625
1557415660246,4.355504440366662,13.208810806274414,1.1635819673538208,-3.268085241317749,
1557415660282,6.639373158660493,,,,
1557415660283,,10.481815338134766,2.300827741622925,-11.398794174194336,
1557415660341,7.439491325955347,1.7190368175506592,-1.3694833517074585,-11.623848915100098,
1557415660380,,,,,999.013916015625
1557415660401,1.5028910591659081,5.3582234382629395,2.0661959648132324,-6.430825710296631,
1557415660461,2.3851347066716646,5.12119722366333,4.37420654296875,-10.089165687561035,
1557415660527,0.8783266317943118,,,,
1557415660528,,3.734954595565796,4.458003520965576,-8.209717750549316,
1557415660563,,,,,999.037109375
1557415660583,0.555622065721966,3.7038300037384033,4.594472885131836,-7.915230751037598,
1557415660642,2.954124806210209,,,,
1557415660643,,2.7533318996429443,2.0877439975738525,-8.159439086914062,
1557415660703,2.4026224114297063,,,,
1557415660704,,4.867412090301514,2.209848165512085,-8.276755332946777,
1557415660744,,,,,999.08447265625
1557415660765,0.8233549101958497,4.656722068786621,5.566518783569336,-7.474697589874268,
1557415660823,2.3448544760897394,3.0573954582214355,,-9.232041358947754,
1557415660824,,,3.691859006881714,,
1557415660884,0.7992428027399612,,,,
1557415660885,,4.266467571258545,5.066130638122559,-6.509834289550781,
1557415660925,,,,,999.130126953125
1557415660945,2.0832811221891836,,,,
1557415660946,,4.917690277099609,6.648698329925537,-5.839457988739014,
1557415661006,6.068921336025153,3.9408559799194336,,,
1557415661007,,,11.374852180480957,-6.095637321472168,
1557415661068,5.567439254477315,0.2082955539226532,,,
1557415661069,,,4.170699596405029,-2.6024973392486572,
1557415661110,,,,,999.1298828125
1557415661128,1.0034063853688164,2.7269957065582275,,-5.521028995513916,
1557415661129,,,6.517016887664795,,
1557415661187,2.249106335654682,,,,
1557415661188,,4.726154327392578,8.81784439086914,-6.538564682006836,
1557415661247,2.835720421755955,,,,
1557415661248,,3.5889084339141846,7.223306655883789,-9.581595420837402,
1557415661287,,,,,999.2275390625
1557415661307,0.8863829594508804,3.337517261505127,,-6.423643112182617,
1557415661308,,,5.65031623840332,,
1557415661369,3.342516805396848,-0.043095629662275314,7.283161640167236,-8.374917984008789,
1557415661429,4.13232188206133,,,,
1557415661430,,5.288791656494141,1.8698714971542358,-4.6040496826171875,
1557415661469,,,,,999.232666015625
1557415661489,2.796796573839337,,,,
1557415661490,,3.974374771118164,4.970362663269043,-9.758766174316406,
1557415661550,2.9607392498872227,,,,
1557415661551,,8.008605003356934,4.81473970413208,-6.117185115814209,
1557415661611,2.038483870097446,7.161057472229004,2.31758713722229,-6.995857238769531,
1557415661650,,,,,999.1806640625
1557415661671,4.161061420378824,7.319074630737305,7.275979042053223,-6.557718276977539,
1557415661730,0.8727782858245372,,,,
1557415661731,,5.679046630859375,2.9759926795959473,-6.464344501495361,
