timestamp,AmbientLightSensor,DecibelSource,PitchSensor,LinearAccelerometerSensor,AccX,AccY,AccZ,BarometerSensor,CompassSensor,MagneticRotationSensor
1557947964607,,10.843817069986304,0.0,,,,,,,
1557947964646,,10.814322237584355,,,,,,,,
1557947964655,24.0,,,1.4642024963603566,0.9768640995025635,1.7573976516723633,7.9178667068481445,,93.85594481927387,39.53899908739579
1557947964667,,,,1.5922203951536245,2.949746608734131,1.0654523372650146,10.692831039428711,,88.7985312483379,40.151566251031454
1557947964669,,,,,,,,1004.501708984375,,
1557947964679,24.0,,,,,,,,,
1557947964686,,11.198122859709347,0.0,,,,,,,
1557947964721,,,,1.746545993346757,3.4812755584716797,-0.2729473412036896,8.7031888961792,,97.45841881397035,39.43789334425852
1557947964725,,7.788892190946068,,,,,,,,
1557947964765,,20.10221569906379,0.0,,,,,,,
1557947964769,,,,,,,,1004.498291015625,,
1557947964781,,,,5.442770322115097,1.7406377792358398,-0.5099805593490601,14.851686477661133,,94.88168213825884,40.03641288090811
1557947964792,24.0,,,,,,,,,
1557947964806,,18.122879406414775,,,,,,,,
1557947964842,,,,5.996579466788852,2.166818618774414,1.3910737037658691,3.4956412315368652,,65.68146913448459,40.01716623273493
1557947964845,,16.942419661863426,,,,,,,,
1557947964869,,,,,,,,1004.49365234375,,
1557947964885,,18.79532118238982,,,,,,,,
1557947964886,,,0.0,,,,,,,
1557947964901,,,,5.7988159549594425,0.9553156495094299,-2.0662591457366943,14.281848907470703,,104.1763879759198,40.82178623846114
1557947964908,24.0,,,,,,,,,
1557947964926,,33.919666145796214,,,,,,,,
1557947964962,,,,7.48350134351551,0.3543526828289032,1.7406377792358398,2.0973846912384033,,66.32249604846868,41.11050816963517
1557947964965,,24.523576234775,,,,,,,,
1557947964966,,,0.0,,,,,,,
1557947964969,,,,,,,,1004.48779296875,,
1557947964979,22.0,,,,,,,,,
1557947965006,,18.925299666898823,,,,,,,,
1557947965008,22.0,,,,,,,,,
1557947965021,,,,3.2503562145156084,0.2897072434425354,-0.8260248303413391,11.128589630126953,,106.6098546036011,41.63602231422198
1557947965046,,14.56620765440277,0.0,,,,,,,
1557947965069,,,,,,,,1004.484619140625,,
1557947965081,,,,5.839249290396038,,,,,,
1557947965082,,,,,-0.6847625970840454,1.8388030529022217,3.7614057064056396,,91.86480124224255,42.42818868956457
1557947965086,,16.112679931147863,,,,,,,,
1557947965109,22.0,,,,,,,,,
1557947965126,,17.354603908525142,,,,,,,,
