timestamp,AccX,AccY,AccZ,BarometerSensor,BrightnessEV,CompassSensor,LinearAccelerometerSensor,MagneticRotationSensor,PitchSensor,DecibelSource
1557947970191,-1.0235714721679687,0.8699908447265625,9.77302688598633,999.1190338134766,-0.23910523698194458,288.692626953125,0.44235997858288684,42.51613381943986,0.0,15.910646070264994
1557947970220,-0.6695576477050782,1.4431489562988282,10.220745849609376,999.1190338134766,-0.23910523698194458,290.25872802734375,0.299500390442408,42.51613097024116,0.0,15.910646070264994
1557947970293,-1.2792398071289064,1.5953823852539064,11.837683410644532,999.1190338134766,-0.2572701738230775,302.379638671875,0.46923357135469507,42.516130307684335,0.0,27.38780558484369
1557947970368,-2.1965322875976563,0.42646316528320316,13.176798706054688,999.1190338134766,-0.27330028364202646,302.379638671875,0.5298028911754724,42.51613026308429,0.0,24.04833716619938
1557947970420,-1.8661692810058594,-0.02125579833984375,12.820090484619142,999.1190338134766,-0.3092588300625822,305.65814208984375,0.18897689438726845,42.51612972945114,0.0,23.07496037913213
1557947970560,-1.0190808105468752,0.00508941650390625,10.746153259277344,999.1190338134766,-0.43485747612207076,303.9872131347656,0.5460601580108498,42.51613068290658,0.0,21.4921911265538
1557947970620,-2.059267730712891,1.8474581909179688,9.654623107910156,999.1190338134766,-0.426997447820012,298.8458557128906,0.5699967417658182,42.51613430706474,0.0,21.367205671564065
1557947970691,-1.3870156860351563,1.7345928955078125,6.52448226928711,999.1190338134766,-0.3721919642213496,298.8458557128906,0.9034658332724801,42.51612990977486,0.0,20.21189299069938
1557947970753,-0.8604107666015626,2.513423309326172,8.05055877685547,999.1190338134766,-0.39702366801558275,296.4044494628906,0.3264353435620847,42.51613160566979,0.0,18.750612633917
1557947970820,-1.0451266479492187,1.695524139404297,7.0998857116699226,999.1190338134766,-0.4424706602319459,296.4044494628906,0.24558626206508385,42.516130292680046,0.0,20.3342375548695
1557947970891,-1.6338523864746095,1.332678680419922,8.259374542236328,999.1190338134766,-0.5351021342887101,296.4044494628906,0.31005575442592337,43.851004087132026,0.0,19.344984512435676
1557947970954,-1.6316070556640625,2.049837341308594,10.082882537841797,999.0977478027344,-0.5425611098100346,300.7025146484375,0.537918362301599,43.85100665265675,0.0,21.55336037465062
1557947971025,0.3531156921386719,1.1079959106445314,12.375814361572266,999.0977478027344,-0.5121372855204342,300.7025146484375,0.8773640537393552,43.85100219698534,0.0,30.870712059065355
1557947971091,-0.5655239868164063,2.4399261474609375,12.051588592529297,999.0977478027344,-0.5283111661386317,300.7025146484375,0.35225603499768804,43.850996177448295,0.0,27.307822756663892
1557947971154,1.845212860107422,1.1981085205078126,9.930349731445313,999.0977478027344,-0.6724029710385354,300.7025146484375,0.812537243432288,43.8509867372612,0.0,26.434526764861875
