timestamp,AccX,BrightnessEV,LinearAccelerometerSensor,AccY,AccZ,BarometerSensor,CompassSensor,MagneticRotationSensor,PitchSensor,DecibelSource
1557947770433,0.9343569946289063,-0.45565943198848613,1.0723059179812469,-0.02664459228515625,13.59502899169922,999.1904449462891,127.64108276367188,47.80858528934815,0.0,24.39332693830263
1557947770460,1.2805870056152344,-0.4480462478786109,0.19375069361854624,0.30731094360351563,12.80616943359375,999.1904449462891,126.18778991699219,47.80858999634226,0.0,24.39332693830263
1557947770531,1.1609857177734375,-0.4480462478786109,0.5884397297539358,0.21165985107421875,10.245294799804688,999.1904449462891,126.18778991699219,47.80859872812672,0.0,24.39332693830263
1557947770579,1.3024415588378906,-0.5022020179255162,0.3588907018097742,0.08711883544921875,9.633816375732422,999.1904449462891,123.8169174194336,47.80860641446397,0.0,21.2057393120585
1557947770638,2.585423583984375,-0.5022020179255162,0.5696084039840845,0.9541159057617188,7.782615966796875,999.1904449462891,123.8169174194336,47.808613701701816,0.0,21.2057393120585
1557947770780,-0.21001327514648438,-0.4065256962504723,0.6470985126374441,1.4861096191406251,8.470285949707032,999.1904449462891,123.8169174194336,44.60493931041671,0.0,23.201462861110542
1557947770838,-0.9729766845703125,-0.48675647321739796,0.36918787489032295,2.2384451293945316,8.15788558959961,999.1951751708984,121.5172119140625,44.604942812615334,0.0,20.934216851622352
1557947770907,-0.5890251159667969,-0.5155341224216693,0.22413661422804929,2.3743624877929688,8.657247161865234,999.1951751708984,119.929443359375,44.60495213859637,,21.172712956557646
1557947770972,-0.9578581237792969,-0.3086356894858205,0.24838777703065673,1.3024415588378906,8.86875732421875,999.1951751708984,119.929443359375,44.60495932914454,0.0,20.89905111439398
1557947771038,-2.091750183105469,-0.271403305159974,0.6963130137599479,1.7965640258789064,11.77481414794922,999.1951751708984,118.30150604248047,44.60496814501156,0.0,35.39076098792777
1557947771107,0.1490899658203125,-0.2927814326251423,0.5678041811200557,1.76991943359375,11.84426971435547,999.1951751708984,117.13397216796875,44.60497450741056,,31.690863574870228
1557947771171,-1.0841954040527344,-0.31512962102116493,0.5572008920051459,-0.0748443603515625,10.52655990600586,999.1951751708984,118.53046417236328,44.60498640213329,0.0,29.960736544852754
1557947771238,0.6173162841796875,-0.30686200503756456,0.49825056323985306,-0.7379653930664063,10.132579193115236,999.1951751708984,118.53046417236328,44.604992343290334,0.0,28.260748027008265
1557947771307,1.0189311218261718,-0.34022060198399534,0.8808439655587048,-1.1648776245117187,6.9325337219238286,999.1951751708984,118.53046417236328,44.60499629151546,0.0,25.622928644564745
1557947771371,2.5656646728515624,-0.1507428031202827,1.1182884831581459,-2.0215461730957034,4.0091130065917975,999.1951751708984,115.44694519042969,44.60500517267759,0.0,26.866362692622936
1557947771438,3.051105194091797,0.4425400138106268,0.9140832219190955,-3.9422021484375,7.472610626220703,999.1951751708984,108.65823364257812,44.60501371534437,0.0,24.14973347970818
1557947771507,6.180198211669922,0.18511147442699863,1.1177798826815004,-5.095254364013672,9.388177185058595,999.1951751708984,97.5944595336914,44.60501205377143,0.0,23.30413773349191
1557947771571,10.863209838867188,-1.8947435425648862,1.476372631026956,-2.343227233886719,8.524922332763673,999.1951751708984,81.35796356201172,44.60501014065444,0.0,22.576785748691847
