timestamp,LinearAccelerometerSensor,AccX,AccY,AccZ,BarometerSensor
1557590061596,,,,,1006.92529296875
1557590061597,0.1979495834701031,-0.24181437492370605,3.3877954483032227,9.124302864074707,
1557590061671,,-0.3064578175544739,,,
1557590061673,0.4306501183014834,,3.3877954483032227,8.738836288452148,
1557590061686,0.1854334132975589,-0.33997663855552673,3.4093432426452637,9.311050415039062,
1557590061746,0.3082192720116584,-0.1149216815829277,3.4763808250427246,8.908824920654297,1006.941162109375
1557590061810,0.1870378222063692,-0.28730419278144836,3.308786630630493,9.294290542602539,
1557590061866,0.216859499160266,-0.15322890877723694,3.3231520652770996,9.057265281677246,
1557590061927,0.27864219389823364,-0.304063618183136,3.31118106842041,9.445125579833984,1006.963134765625
1557590061991,0.4499676639806852,-0.2059013396501541,3.292027235031128,8.774748802185059,
1557590062047,0.26786315661446053,-0.1628057211637497,3.31118106842041,9.411606788635254,
1557590062108,0.20536253145356853,-0.45489832758903503,3.3877954483032227,9.363722801208496,1006.9560546875
1557590062168,0.06705258485639003,-0.37828385829925537,3.488351821899414,9.114726066589355,
1557590062228,0.483359549143026,-0.608127236366272,3.1292216777801514,8.949525833129883,
1557590062292,0.6236172878150176,-0.17956513166427612,3.3231520652770996,8.578424453735352,1006.953369140625
1557590062355,0.5363485878349086,-0.12449848651885986,3.0550012588500977,9.703699111938477,
1557590062421,0.19902180305086847,-0.27054479718208313,3.354276657104492,9.064447402954102,
1557590062489,0.1831154782420397,-0.05267243832349777,3.251325845718384,9.186552047729492,1006.96923828125
1557590062539,0.24928090865967942,-0.12210428714752197,3.1866824626922607,9.035717010498047,
1557590062607,,-0.14365209639072418,,,
1557590062608,0.1836276631788638,,3.397372245788574,9.387664794921875,
1557590062661,,-0.038307227194309235,3.4763808250427246,,1006.97119140625
1557590062662,0.6994569681659172,,,9.854534149169922,
1557590062722,1.764891412977076,1.1851298809051514,3.0310592651367188,8.418013572692871,
1557590062774,1.4403546226468336,-0.5841852426528931,5.0900726318359375,7.9846625328063965,
1557590062839,,,,,1006.981689453125
1557590062840,2.0129344637076203,-0.08619125932455063,3.866635799407959,6.921637058258057,
1557590062906,1.439502979176106,-1.7334020137786865,4.134786128997803,8.063671112060547,
1557590062956,0.759873762500908,-0.6727706789970398,3.7876269817352295,9.653421401977539,
1557590063030,0.5359790352165945,-0.3878606855869293,4.321534156799316,9.148244857788086,1006.989990234375
1557590063081,,-0.8331822156906128,3.711012601852417,,
1557590063082,0.1751559261077418,,,9.059659004211426,
1557590063138,0.6259917258867543,-1.0845733880996704,3.179499864578247,9.332598686218262,
1557590063197,0.6844193840440478,-0.17238251864910126,3.550601005554199,8.686163902282715,1006.978759765625
1557590063261,0.19731659749996203,-0.5363011956214905,3.4548330307006836,8.971074104309082,
1557590063319,1.0260884553468603,-0.11252748221158981,4.125209331512451,9.856928825378418,
1557590063379,,,,,1006.942626953125
1557590063380,,-0.42377370595932007,2.669534921646118,9.720458984375,
