timestamp,LinearAccelerometerSensor,AccX,AccY,AccZ,BarometerSensor
1557221115089,,-0.5482721924781799,,,
1557221115091,0.05183532821208075,,3.557783842086792,9.121908187866211,
1557221115155,0.11049023498215799,-0.507570743560791,3.4835634231567383,9.038111686706543,
1557221115211,0.054037389498274906,-0.5770025849342346,3.442862033843994,9.10993766784668,1012.997802734375
1557221115265,0.23146187445377886,-0.5626373887062073,3.3231520652770996,,
1557221115266,,,,8.966285705566406,
1557221115325,0.16965861590139855,-0.6823474764823914,3.380612850189209,9.32541561126709,
1557221115385,,-0.6991068720817566,,,
1557221115386,0.10951523220875145,,3.332728862762451,9.255983352661133,1013.005859375
1557221115447,0.02644096754377684,-0.5913678407669067,3.3877954483032227,9.188945770263672,
1557221115505,0.32753765808787055,-0.5410895943641663,3.4787750244140625,8.887276649475098,
1557221115570,,-0.5770025849342346,,,
1557221115573,0.2803732797184694,,3.332728862762451,8.913613319396973,1012.99853515625
1557221115627,0.14239411695106816,-0.6607996821403503,3.445256233215332,9.284713745117188,
1557221115687,0.2555421216400772,-0.8092401623725891,3.098097085952759,,
1557221115688,,,,9.220070838928223,
1557221115749,0.12862169763924536,-0.49559974670410156,3.222595453262329,9.196128845214844,1012.994384765625
1557221115809,0.1251550249570787,-0.5841852426528931,3.248931646347046,9.114726066589355,
1557221115868,,-1.072602391242981,3.090914487838745,,
1557221115869,0.43107436653298176,,,9.124302864074707,
1557221115928,,-1.2090718746185303,2.999934673309326,,1013.004638671875
1557221115929,0.7181625453340567,,,9.734824180603027,
1557221115989,,-0.9313444495201111,,,
1557221115990,0.9891099132002887,,3.021482467651367,8.271966934204102,
1557221116050,0.48444670484841335,-0.8259995579719543,3.023876667022705,8.810662269592285,
1557221116110,,-0.790086567401886,,,
1557221116111,0.3783901868897124,,2.889801502227783,8.98543930053711,1013.010009765625
1557221116170,,-0.16519992053508759,,,
1557221116171,0.43277672092993996,,3.004723072052002,9.342175483703613,
1557221116235,1.906946398993436,1.1516109704971313,3.8163576126098633,8.734047889709473,
1557221116293,,-1.0438719987869263,,,
1557221116294,0.9232780964426802,,2.140416383743286,9.064447402954102,1012.994140625
1557221116351,0.4499633257544464,-0.4644751250743866,2.4396915435791016,9.86650562286377,
1557221116412,0.341195280068477,-0.40462008118629456,2.513911724090576,9.801861763000488,
1557221116472,,-0.2968810200691223,2.6024973392486572,,
1557221116473,0.14540734759116739,,,9.461885452270508,1012.9912109375
1557221116532,,-0.4884171485900879,,,
1557221116533,0.21498461353613985,,2.406172752380371,9.579200744628906,
1557221116593,0.44884226405729005,-0.2849099934101105,2.4612393379211426,9.026140213012695,
